ilce_adi,mahalle_adi,mahalle_adi,mahalle_koy_uavt,display_name,address,latitude,longitude,estimated_population_mahalle,structural_fragility_score,risk_score,risk_category,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,gecici_barinma,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,total_buildings_mahalle
arnavutkoy,Mehmet Akif Ersoy Mahallesi,MEHMET AKÝF ERSOY,40491.0,"Mehmet Akif Ersoy Mahallesi, İstanbul, Marmara Bölgesi, 34283, Türkiye","{""city"": ""Mehmet Akif Ersoy Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34283"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.20288042227824,28.708935495584342,5106,100.2,0.0095,LOW,0.0,255.0,218.0,465.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,132.0,0.0,0.0,1.0,473.0
arnavutkoy,Yavuz Selim Mahallesi,YAVUZ SELÝM,40480.0,"Yavuz Selim Mahallesi, İstanbul, Marmara Bölgesi, 34275, Türkiye","{""city"": ""Yavuz Selim Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34275"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.20835614322112,28.7346428723105,12654,349.0,0.011,MEDIUM,0.0,968.0,204.0,1113.0,58.0,1.0,2.0,9.0,0.0,0.0,1.0,250.0,0.0,0.0,1.0,1172.0
arnavutkoy,İslambey Mahallesi,ÝSLAMBEY,40479.0,"İslambey Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""İslambey Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.19654813065865,28.74554448037018,17977,438.4,0.019,MEDIUM,0.0,1184.0,481.0,1452.0,204.0,9.0,2.0,11.0,0.0,0.0,4.0,395.0,1.0,0.0,1.0,1665.0
arnavutkoy,Karlıbayır Mahallesi,KARLIBAYIR,40488.0,"Karlıbayır Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Karlıbayır Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.18027663279742,28.716897636638723,12243,257.4,0.011,MEDIUM,0.0,669.0,465.0,944.0,183.0,7.0,2.0,9.0,0.0,0.0,1.0,188.0,0.0,0.0,1.0,1134.0
arnavutkoy,Boyalık Mahallesi,BOYALIK,191985.0,"Boyalık Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Boyalık Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.27823203021067,28.622912578932763,5592,119.8,0.0015,LOW,0.0,313.0,205.0,514.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,518.0
arnavutkoy,Sazlıbosna Mahallesi,SAZLIBOSNA,40907.0,"Sazlıbosna Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Sazlıbosna Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.14760830751933,28.66842396286622,4243,121.0,0.0,NOT ENOUGH DATA,0.0,338.0,55.0,393.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,393.0
arnavutkoy,Hadımköy Mahallesi,HADIMKÖY,40913.0,"Hadımköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Hadımköy Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.16383944227459,28.62139613647272,13075,186.0,0.0255,MEDIUM,0.0,418.0,793.0,909.0,229.0,73.0,1.0,7.0,0.0,0.0,0.0,387.0,1.0,1.0,1.0,1211.0
arnavutkoy,Hastane Mahallesi,HASTANE,40912.0,"Hastane Mahallesi, Arnavutköy, İstanbul, Marmara Bölgesi, 34555, Türkiye","{""city_district"": ""Hastane Mahallesi"", ""town"": ""Arnavutköy"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34555"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.15758708701193,28.60456832405689,8907,171.4,0.0015,LOW,0.0,434.0,391.0,578.0,237.0,10.0,1.0,6.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,825.0
arnavutkoy,Taşoluk Mahallesi,TAÞOLUK,40492.0,"Taşoluk Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Taşoluk Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.19137307694382,28.714805274030955,8486,221.4,0.0095,LOW,0.0,607.0,179.0,750.0,36.0,0.0,1.0,6.0,0.0,0.0,1.0,120.0,0.0,0.0,1.0,786.0
arnavutkoy,Deliklikaya Mahallesi,DELÝKLÝKAYA,40910.0,"Deliklikaya Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Deliklikaya Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.11442476120006,28.658354686560802,6154,115.8,0.0255,MEDIUM,0.0,291.0,279.0,478.0,36.0,56.0,1.0,7.0,0.0,0.0,0.0,173.0,1.0,1.0,1.0,570.0
arnavutkoy,Ömerli Mahallesi,ÖMERLÝ,40906.0,"Ömerli Mahallesi, Arnavutköy, İstanbul, Marmara Bölgesi, 34555, Türkiye","{""city_district"": ""Ömerli Mahallesi"", ""town"": ""Arnavutköy"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34555"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.11915462082805,28.63505285680439,6499,112.0,0.0095,LOW,0.0,273.0,329.0,477.0,83.0,42.0,1.0,7.0,0.0,0.0,0.0,189.0,1.0,0.0,0.0,602.0
arnavutkoy,Hacımaşlı Mahallesi,HACIMAÞLI,191975.0,"Hacımaşlı Mahallesi, İstanbul, Marmara Bölgesi, 34492, Türkiye","{""city"": ""Hacımaşlı Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34492"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.14479333007593,28.730341945816633,2645,54.3,0.0,NOT ENOUGH DATA,1.0,137.0,107.0,244.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,245.0
arnavutkoy,Durusu Mahallesi,DURUSU,40915.0,"Durusu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Durusu Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.303063747970164,28.680705001005464,2710,75.0,0.0,NOT ENOUGH DATA,0.0,208.0,43.0,251.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,251.0
arnavutkoy,Boğazköy İstiklal Mahallesi,BOÐAZKÖY ÝSTÝKLAL,40483.0,"Boğazköy İstiklal Mahallesi, İstanbul, Marmara Bölgesi, 34285, Türkiye","{""city"": ""Boğazköy İstiklal Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34285"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.17989284094279,28.794991184946827,16130,419.4,0.019,MEDIUM,90.0,864.0,540.0,1452.0,42.0,0.0,2.0,14.0,0.0,0.0,3.0,246.0,0.0,1.0,1.0,1494.0
arnavutkoy,Nenehatun Mahallesi,NENEHATUN,99357.0,"Nenehatun Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Nenehatun Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.196951482281,28.7339606675284,8464,207.5,0.0095,LOW,0.0,561.0,223.0,707.0,77.0,0.0,1.0,5.0,0.0,0.0,0.0,180.0,0.0,0.0,1.0,784.0
arnavutkoy,Mustafa Kemal Paşa Mahallesi,MUSTAFA KEMAL PAÞA,99358.0,"Mustafa Kemal Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Mustafa Kemal Paşa Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.18952648702852,28.72808233627625,10581,261.1,0.0095,LOW,0.0,707.0,273.0,843.0,137.0,0.0,1.0,7.0,0.0,0.0,3.0,254.0,0.0,0.0,1.0,980.0
arnavutkoy,Arnavutköy Merkez Mahallesi,ARNAVUTKÖY MERKEZ,40478.0,"Arnavutköy Merkez Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Arnavutköy Merkez Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.172108771286915,28.73981787388679,13755,269.2,0.0175,MEDIUM,0.0,685.0,589.0,797.0,470.0,7.0,1.0,6.0,0.0,0.0,2.0,273.0,0.0,1.0,1.0,1274.0
arnavutkoy,Anadolu Mahallesi,ANADOLU,99359.0,"Anadolu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Anadolu Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.18631176738038,28.750136513292137,23807,518.2,0.027,MEDIUM,0.0,1360.0,845.0,1647.0,555.0,3.0,2.0,13.0,0.0,0.0,8.0,659.0,1.0,1.0,1.0,2205.0
arnavutkoy,Terkos Mahallesi,TERKOS,40914.0,"Terkos Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Terkos Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.32354831386835,28.654753872328687,6046,156.4,0.0015,LOW,0.0,428.0,132.0,560.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,560.0
arnavutkoy,Karaburun Mahallesi,KARABURUN,191987.0,"Karaburun Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""village"": ""Karaburun Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.34142169308518,28.65953266301604,12027,176.9,0.0,NOT ENOUGH DATA,0.0,404.0,710.0,1110.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1114.0
arnavutkoy,Balaban Mahallesi,BALABAN,191983.0,"Balaban Mahallesi, Arnavutköy, İstanbul, Marmara Bölgesi, 34277, Türkiye","{""city_district"": ""Balaban Mahallesi"", ""town"": ""Arnavutköy"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34277"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.34782658619718,28.576426676637602,3185,87.4,0.0,NOT ENOUGH DATA,0.0,242.0,53.0,295.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,295.0
arnavutkoy,Yeşilbayır Mahallesi,YEÞÝLBAYIR,40908.0,"Yeşilbayır Mahallesi, Arnavutköy, İstanbul, Marmara Bölgesi, 34555, Türkiye","{""city_district"": ""Yeşilbayır Mahallesi"", ""town"": ""Arnavutköy"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34555"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.135012597862236,28.596466077959164,4102,70.6,0.0015,LOW,0.0,172.0,208.0,357.0,23.0,0.0,1.0,4.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,380.0
arnavutkoy,Yassıören Mahallesi,YASSIÖREN,191989.0,"Yassıören Mahallesi, Arnavutköy, İstanbul, Marmara Bölgesi, 34277, Türkiye","{""city_district"": ""Yassıören Mahallesi"", ""town"": ""Arnavutköy"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34277"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.25149462743122,28.587099895421513,3692,17.1,0.0,NOT ENOUGH DATA,0.0,0.0,342.0,316.0,24.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,342.0
arnavutkoy,Bolluca Mahallesi,BOLLUCA,40487.0,"Bolluca Mahallesi, İstanbul, Marmara Bölgesi, 34287, Türkiye","{""city"": ""Bolluca Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34287"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.22236506771651,28.77846799017313,8238,211.6,0.0015,LOW,0.0,578.0,185.0,716.0,47.0,0.0,1.0,6.0,0.0,0.0,1.0,177.0,0.0,0.0,0.0,763.0
arnavutkoy,Hicret Mahallesi,HÝCRET,40486.0,"Hicret Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Hicret Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.20080846259372,28.757827733209226,3606,83.0,0.0,NOT ENOUGH DATA,0.0,221.0,113.0,323.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,334.0
arnavutkoy,Atatürk Mahallesi,ATATÜRK,40482.0,"Atatürk Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Atatürk Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.19219298557226,28.760521300773302,8432,208.6,0.0015,LOW,0.0,565.0,216.0,754.0,27.0,0.0,1.0,6.0,0.0,0.0,2.0,209.0,0.0,0.0,0.0,781.0
arnavutkoy,Mavigöl Mahallesi,MAVÝGÖL,40485.0,"Mavigöl Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Mavigöl Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.20994781167479,28.762723037724832,10149,173.0,0.0015,LOW,0.0,420.0,520.0,907.0,33.0,0.0,1.0,6.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,940.0
arnavutkoy,Yunus Emre Mahallesi,YUNUS EMRE,40484.0,"Yunus Emre Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""city"": ""Yunus Emre Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.181861765059196,28.7582059986735,16195,430.2,0.0095,LOW,5.0,1168.0,327.0,1421.0,78.0,1.0,1.0,10.0,0.0,0.0,5.0,403.0,0.0,0.0,1.0,1500.0
gaziosmanpasa,Bağlarbaşı Mahallesi,BAÐLARBAÞI,40454.0,"Bağlarbaşı Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34245, Türkiye","{""suburb"": ""Bağlarbaşı Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34245"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.065337583513674,28.914212335169914,28304,1151.2,0.0295,MEDIUM,1048.0,231.0,448.0,924.0,799.0,4.0,8.0,24.0,10.0,6.0,29.0,918.0,0.0,0.0,1.0,1727.0
gaziosmanpasa,Barbaros Hayrettin Paşa,BARBAROS HAYRETTÝN PAÞA,40459.0,"Barbaros Hayrettin Paşa, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Barbaros Hayrettin Paşa"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.075785257694534,28.891501298212983,46660,1375.6,0.0444,HIGH,874.0,1343.0,630.0,1101.0,1744.0,2.0,9.0,25.0,12.0,6.0,35.0,1180.0,1.0,1.0,1.0,2847.0
gaziosmanpasa,Fevzi Çakmak Mahallesi,FEVZÝ ÇAKMAK,40457.0,"Fevzi Çakmak Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Fevzi Çakmak Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.07221969404497,28.908309893233113,16799,536.6,0.0171,MEDIUM,412.0,313.0,300.0,449.0,570.0,6.0,5.0,13.0,6.0,3.0,18.0,664.0,0.0,0.0,0.0,1025.0
gaziosmanpasa,Hürriyet Mahallesi,HÜRRÝYET,40458.0,"Hürriyet Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Hürriyet Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.06811608639023,28.89966463357396,25534,851.8,0.0367,HIGH,629.0,588.0,341.0,488.0,1070.0,0.0,10.0,24.0,13.0,7.0,36.0,1004.0,0.0,0.0,1.0,1558.0
gaziosmanpasa,Karadeniz Mahallesi,KARADENÝZ,40464.0,"Karadeniz Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Karadeniz Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.0823658404701,28.883719620211814,53626,1380.4,0.045,HIGH,828.0,1434.0,1010.0,1083.0,2189.0,0.0,9.0,25.0,15.0,7.0,44.0,1571.0,1.0,1.0,1.0,3272.0
gaziosmanpasa,Karayolları Mahallesi,KARAYOLLARI,40463.0,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Karayolları Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.086475135358256,28.899133936045683,39236,901.4,0.0189,MEDIUM,443.0,1203.0,748.0,1439.0,918.0,37.0,5.0,21.0,5.0,3.0,19.0,939.0,0.0,0.0,1.0,2394.0
gaziosmanpasa,Karlıtepe Mahallesi,KARLITEPE,40451.0,"Karlıtepe Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Karlıtepe Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.05784671308628,28.927854281992104,17700,611.8,0.0121,MEDIUM,542.0,143.0,395.0,540.0,533.0,7.0,4.0,16.0,4.0,3.0,13.0,620.0,0.0,0.0,0.0,1080.0
gaziosmanpasa,Kazımkarabekir Mahallesi,KAZIM KARABEKÝR,40461.0,"Kazımkarabekir Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34255, Türkiye","{""suburb"": ""Kazımkarabekir Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34255"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.07868004291021,28.91189461025881,34761,882.0,0.0194,MEDIUM,520.0,940.0,661.0,677.0,1436.0,8.0,4.0,13.0,7.0,3.0,21.0,791.0,0.0,0.0,1.0,2121.0
gaziosmanpasa,Merkez Mahallesi,MERKEZ,40455.0,"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Merkez Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.05845470496298,28.91073355362452,38580,1318.0,0.0614,HIGH,1092.0,543.0,719.0,1276.0,1071.0,7.0,18.0,46.0,15.0,9.0,42.0,1234.0,1.0,1.0,1.0,2354.0
gaziosmanpasa,Mevlana Mahallesi,MEVLANA,40462.0,"Mevlana Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Mevlana Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.08841402016877,28.914533467813538,11702,191.8,0.0038,LOW,39.0,397.0,278.0,165.0,534.0,15.0,1.0,2.0,1.0,0.0,4.0,268.0,0.0,0.0,0.0,714.0
gaziosmanpasa,Pazariçi Mahallesi,PAZARÝÇÝ,40450.0,"Pazariçi Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Pazariçi Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.05955502257608,28.934266876640947,23174,1040.2,0.019,MEDIUM,976.0,141.0,297.0,1146.0,267.0,1.0,8.0,26.0,6.0,4.0,17.0,466.0,0.0,0.0,0.0,1414.0
gaziosmanpasa,Sarıgöl Mahallesi,SARIGÖL,40453.0,"Sarıgöl Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Sarıgöl Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.05993201101012,28.91914020329912,35958,1605.9,0.0394,HIGH,1531.0,139.0,524.0,1553.0,626.0,15.0,15.0,51.0,12.0,9.0,38.0,1114.0,0.0,0.0,1.0,2194.0
gaziosmanpasa,Şemsipaşa Mahallesi,ÞEMSÝPAÞA,40456.0,"Şemsipaşa Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Şemsipaşa Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.06606698734016,28.905765968449334,21404,685.4,0.0136,MEDIUM,546.0,338.0,422.0,451.0,855.0,0.0,4.0,11.0,6.0,4.0,18.0,580.0,0.0,0.0,0.0,1306.0
gaziosmanpasa,Yenidoğan Mahallesi,YENÝDOÐAN,40452.0,"Yenidoğan Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Yenidoğan Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.06109709411316,28.92386451762529,20896,1045.3,0.0169,MEDIUM,1019.0,45.0,211.0,1157.0,117.0,1.0,7.0,29.0,5.0,4.0,16.0,348.0,0.0,0.0,0.0,1275.0
gaziosmanpasa,Yeni Mahalle,YENÝ MAHALLE,40460.0,"Yeni Mahalle, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34250, Türkiye","{""suburb"": ""Yeni Mahalle"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34250"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.077228383723806,28.900382877996773,32516,1005.3,0.0441,HIGH,794.0,506.0,684.0,990.0,984.0,10.0,11.0,34.0,14.0,8.0,39.0,1304.0,0.0,1.0,1.0,1984.0
gaziosmanpasa,Yıldıztabya Mahallesi,YILDIZTABYA,40449.0,"Yıldıztabya Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34240, Türkiye","{""suburb"": ""Yıldıztabya Mahallesi"", ""town"": ""Gaziosmanpaşa"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34240"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.0654660348558,28.92914409187239,33073,1540.6,0.0318,HIGH,1493.0,71.0,454.0,1479.0,539.0,0.0,11.0,43.0,9.0,7.0,29.0,962.0,0.0,0.0,1.0,2018.0
gungoren,Tozkoparan Mahallesi,TOZKOPARAN,40505.0,"Tozkoparan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Tozkoparan Mahallesi"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01454313915144,28.896009155475706,14195,281.1,0.2156,EXTREME,147.0,374.0,64.0,275.0,288.0,22.0,30.0,49.0,52.0,34.0,136.0,1892.0,1.0,0.0,2.0,585.0
gungoren,Sanayi Mahallesi,SANAYÝ,40503.0,"Sanayi Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34200, Türkiye","{""suburb"": ""Sanayi Mahallesi"", ""town"": ""Güngören"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34200"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02107685439762,28.881169382788855,30574,563.8,0.1544,EXTREME,253.0,868.0,139.0,396.0,863.0,1.0,38.0,75.0,44.0,24.0,117.0,1389.0,1.0,1.0,3.0,1260.0
gungoren,Mehmet Nesih Özmen Mahallesi,MEHMET NESÝH ÖZMEN,40506.0,"Mehmet Nesih Özmen Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34173, Türkiye","{""suburb"": ""Mehmet Nesih Özmen Mahallesi"", ""town"": ""Güngören"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34173"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01315329440632,28.886239875847195,21547,334.2,0.167,EXTREME,90.0,681.0,117.0,411.0,474.0,3.0,34.0,64.0,41.0,26.0,109.0,1050.0,1.0,1.0,3.0,888.0
gungoren,Mareşal Çakmak Mahallesi,MAREÞAL ÇAKMAK,40502.0,"Mareşal Çakmak Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34160, Türkiye","{""suburb"": ""Mareşal Çakmak Mahallesi"", ""town"": ""Güngören"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34160"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.018075430972424,28.86474786049935,26618,523.8,0.2018,EXTREME,246.0,784.0,67.0,74.0,1022.0,1.0,32.0,54.0,81.0,43.0,210.0,2906.0,1.0,1.0,2.0,1097.0
gungoren,Haznedar Mahallesi,HAZNEDAR,40501.0,"Haznedar Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34160, Türkiye","{""suburb"": ""Haznedar Mahallesi"", ""town"": ""Güngören"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34160"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.010743380181005,28.86936883334691,19703,563.4,0.2073,EXTREME,442.0,343.0,27.0,37.0,773.0,2.0,30.0,48.0,72.0,38.0,185.0,1997.0,0.0,1.0,1.0,812.0
