ilce_adi,mahalle_adi,mahalle_adi,mahalle_koy_uavt,display_name,address,latitude,longitude,estimated_population_mahalle,structural_fragility_score,risk_score,risk_category,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,gecici_barinma,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,total_buildings_mahalle
uskudar,Kuleli Mahallesi,KULELÝ,40810.0,"Kuleli Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34684, Türkiye","{""suburb"": ""Kuleli Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34684"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.05933059286276,29.058931890275435,5838,318.6,0.0015,LOW,251.0,188.0,36.0,461.0,14.0,0.0,1.0,6.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,475.0
uskudar,Burhaniye Mahallesi,BURHANÝYE,40789.0,"Burhaniye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Burhaniye Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02877432965964,29.05266019081193,20454,808.4,0.015,MEDIUM,501.0,831.0,332.0,1153.0,510.0,1.0,4.0,17.0,1.0,0.0,10.0,605.0,0.0,0.0,1.0,1664.0
uskudar,Küçük Çamlıca Mahallesi,KÜÇÜKÇAMLICA,98667.0,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye","{""suburb"": ""Küçük Çamlıca Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34694"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.0152156646407,29.06393075869805,18328,542.4,0.0315,HIGH,243.0,790.0,458.0,1267.0,222.0,2.0,5.0,24.0,0.0,0.0,7.0,466.0,1.0,1.0,1.0,1491.0
uskudar,Çengelköy Mahallesi,ÇENGELKÖY,98666.0,"Çengelköy Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Çengelköy Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.05104971717593,29.05994769668235,22360,1022.4,0.0283,MEDIUM,713.0,847.0,259.0,1432.0,384.0,3.0,7.0,24.0,2.0,1.0,11.0,320.0,1.0,0.0,1.0,1819.0
uskudar,Beylerbeyi Mahallesi,BEYLERBEYÝ,40787.0,"Beylerbeyi Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Beylerbeyi Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.041814355334076,29.04653812953634,11210,623.1,0.006,LOW,540.0,215.0,157.0,773.0,139.0,0.0,4.0,14.0,0.0,0.0,4.0,330.0,0.0,0.0,0.0,912.0
uskudar,İcadiye Mahallesi,ÝCADÝYE,40802.0,"İcadiye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""İcadiye Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02851705164894,29.034259134372046,16742,892.8,0.015,MEDIUM,685.0,580.0,97.0,478.0,883.0,1.0,6.0,17.0,5.0,1.0,15.0,782.0,0.0,0.0,0.0,1362.0
uskudar,Kandilli Mahallesi,KANDÝLLÝ,40806.0,"Kandilli Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Kandilli Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.06902383917178,29.060906064998033,7080,313.0,0.0015,LOW,211.0,279.0,86.0,554.0,22.0,0.0,1.0,6.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,576.0
uskudar,Kuzguncuk Mahallesi,KUZGUNCUK,40811.0,"Kuzguncuk Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34674, Türkiye","{""suburb"": ""Kuzguncuk Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34674"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.03346207986762,29.036645242477803,13054,514.1,0.0075,LOW,304.0,574.0,184.0,935.0,127.0,0.0,4.0,16.0,1.0,0.0,5.0,268.0,0.0,0.0,0.0,1062.0
uskudar,Selami Ali Mahallesi,SELAMÝ ALÝ,40819.0,"Selami Ali Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34614, Türkiye","{""suburb"": ""Selami Ali Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34614"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02552370149205,29.029069881033852,9612,481.0,0.0129,MEDIUM,378.0,276.0,128.0,188.0,591.0,3.0,3.0,9.0,4.0,2.0,12.0,295.0,0.0,0.0,0.0,782.0
uskudar,Muratreis Mahallesi,MURATREÝS,40815.0,"Muratreis Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34664, Türkiye","{""suburb"": ""Muratreis Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34664"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02199736599787,29.029636714262526,12280,640.0,0.0159,MEDIUM,520.0,320.0,159.0,401.0,597.0,1.0,4.0,11.0,6.0,3.0,16.0,420.0,0.0,0.0,0.0,999.0
uskudar,Valide-i Atik Mahallesi,VALÝDE-Ý ATÝK,40828.0,"Valide-i Atik Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Valide-i Atik Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.018508478849526,29.02707268054992,14923,750.4,0.017,MEDIUM,576.0,475.0,163.0,291.0,922.0,1.0,5.0,13.0,7.0,3.0,19.0,942.0,0.0,0.0,0.0,1214.0
uskudar,Barbaros Mahallesi,BARBAROS,40786.0,"Barbaros Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Barbaros Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.012485808916836,29.03140693307374,7879,324.0,0.0081,LOW,181.0,400.0,60.0,270.0,349.0,22.0,2.0,7.0,2.0,1.0,8.0,478.0,0.0,0.0,0.0,641.0
uskudar,Zeynep Kamil Mahallesi,ZEYNEP KAMÝL,98670.0,"Zeynep Kamil Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Zeynep Kamil Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.0151171419513,29.021411879477238,8592,397.8,0.0101,LOW,248.0,424.0,27.0,112.0,586.0,1.0,2.0,5.0,3.0,1.0,10.0,241.0,0.0,0.0,0.0,699.0
uskudar,Sultantepe Mahallesi,SULTANTEPE,98669.0,"Sultantepe Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Sultantepe Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02883656314343,29.02179123009949,9059,548.1,0.0239,MEDIUM,468.0,222.0,47.0,198.0,538.0,1.0,7.0,15.0,6.0,3.0,18.0,888.0,0.0,0.0,0.0,737.0
uskudar,Mimar Sinan Mahallesi,MÝMAR SÝNAN,98668.0,"Mimar Sinan Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Mimar Sinan Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02370751825948,29.018327242576888,12882,644.4,0.0433,HIGH,493.0,412.0,143.0,522.0,524.0,2.0,12.0,27.0,11.0,6.0,29.0,722.0,0.0,0.0,1.0,1048.0
uskudar,Ahmediye Mahallesi,AHMEDÝYE,98664.0,"Ahmediye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34672, Türkiye","{""suburb"": ""Ahmediye Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34672"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.018515332105906,29.016456959888362,7326,319.8,0.0128,MEDIUM,203.0,324.0,69.0,143.0,450.0,3.0,3.0,7.0,3.0,1.0,9.0,312.0,0.0,0.0,0.0,596.0
uskudar,Aziz Mahmut Hüdayi Mahallesi,AZÝZ MAHMUT HÜDAYÝ,98665.0,"Aziz Mahmut Hüdayi Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Aziz Mahmut Hüdayi Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02250563283505,29.011712091424407,10153,540.9,0.0184,MEDIUM,416.0,348.0,62.0,394.0,428.0,4.0,7.0,16.0,4.0,2.0,13.0,171.0,0.0,0.0,0.0,826.0
uskudar,Salacak Mahallesi,SALACAK,40804.0,"Salacak Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Salacak Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01660075369033,29.0118497009017,9477,563.9,0.0124,MEDIUM,475.0,247.0,49.0,252.0,518.0,1.0,4.0,8.0,3.0,2.0,9.0,908.0,0.0,0.0,0.0,771.0
uskudar,Selimiye Mahallesi,SELÝMÝYE,40820.0,"Selimiye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34668, Türkiye","{""suburb"": ""Selimiye Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34668"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.005938788347386,29.017513789957402,9575,530.6,0.0233,MEDIUM,443.0,236.0,100.0,396.0,372.0,11.0,6.0,16.0,3.0,1.0,8.0,326.0,0.0,1.0,0.0,779.0
uskudar,Cumhuriyet Mahallesi,CUMHURÝYET,40790.0,"Cumhuriyet Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34697, Türkiye","{""suburb"": ""Cumhuriyet Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34697"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01082727202757,29.080666780996125,23011,647.8,0.0222,MEDIUM,230.0,1119.0,523.0,460.0,1390.0,22.0,3.0,8.0,2.0,1.0,11.0,693.0,0.0,1.0,1.0,1872.0
uskudar,Bulgurlu Mahallesi,BULGURLU,40788.0,"Bulgurlu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34696, Türkiye","{""suburb"": ""Bulgurlu Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34696"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01834978852413,29.07924495078874,16717,508.6,0.0027,LOW,124.0,1076.0,160.0,386.0,928.0,46.0,1.0,5.0,1.0,0.0,6.0,627.0,0.0,0.0,0.0,1360.0
uskudar,Kısıklı Mahallesi,KISIKLI,40809.0,"Kısıklı Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34762, Türkiye","{""suburb"": ""Kısıklı Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34762"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02494896097442,29.071077633581684,19200,618.6,0.0321,HIGH,256.0,991.0,315.0,938.0,611.0,13.0,4.0,17.0,2.0,1.0,10.0,471.0,1.0,1.0,1.0,1562.0
uskudar,Ünalan Mahallesi,ÜNALAN,40827.0,"Ünalan Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34700, Türkiye","{""suburb"": ""Ünalan Mahallesi"", ""town"": ""Üsküdar"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34700"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.00049074914336,29.066336834914914,27068,1333.2,0.0412,HIGH,953.0,1059.0,190.0,1239.0,805.0,158.0,8.0,24.0,7.0,3.0,23.0,915.0,1.0,1.0,1.0,2202.0
umraniye,Cemil Meriç Mahallesi,CEMÝL MERÝÇ,98688.0,"Cemil Meriç Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Cemil Meriç Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02548642782478,29.145169824066315,39841,1060.0,0.0489,HIGH,325.0,2024.0,531.0,2618.0,241.0,21.0,14.0,56.0,7.0,7.0,24.0,1014.0,1.0,1.0,1.0,2880.0
umraniye,Altınşehir Mahallesi,ALTINÞEHÝR,98685.0,"Altınşehir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Altınşehir Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01216718571421,29.14348111524067,25550,569.4,0.0312,HIGH,180.0,1020.0,647.0,938.0,895.0,14.0,3.0,15.0,3.0,1.0,12.0,694.0,1.0,1.0,1.0,1847.0
umraniye,Mehmet Akif Mahallesi,MEHMET AKÝF,98696.0,"Mehmet Akif Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Mehmet Akif Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.00750003965361,29.137635944631374,9365,88.1,0.0,NOT ENOUGH DATA,5.0,165.0,507.0,136.0,375.0,166.0,0.0,2.0,0.0,0.0,2.0,226.0,0.0,0.0,0.0,677.0
umraniye,Tepeüstü Mahallesi,TEPEÜSTÜ,98706.0,"Tepeüstü Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34771, Türkiye","{""suburb"": ""Tepeüstü Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34771"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.0165819524169,29.13282937678857,12796,386.9,0.0033,LOW,201.0,499.0,225.0,544.0,364.0,17.0,1.0,6.0,1.0,0.0,4.0,262.0,0.0,0.0,0.0,925.0
umraniye,Ihlamurkuyu Mahallesi,IHLAMURKUYU,40745.0,"Ihlamurkuyu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Ihlamurkuyu Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.024571035121035,29.13583198766232,22770,714.2,0.028,MEDIUM,398.0,846.0,402.0,1249.0,379.0,18.0,6.0,26.0,3.0,2.0,13.0,635.0,0.0,1.0,1.0,1646.0
umraniye,Çakmak Mahallesi,ÇAKMAK,40738.0,"Çakmak Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34770, Türkiye","{""suburb"": ""Çakmak Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34770"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01504760562587,29.12637516836018,21054,357.8,0.0095,LOW,150.0,464.0,908.0,394.0,1071.0,57.0,1.0,5.0,0.0,0.0,5.0,424.0,0.0,0.0,1.0,1522.0
umraniye,Tatlısu Mahallesi,TATLISU,98705.0,"Tatlısu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Tatlısu Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.001792032216656,29.13346560312383,9531,120.0,0.0,NOT ENOUGH DATA,8.0,260.0,421.0,279.0,221.0,189.0,0.0,3.0,0.0,0.0,1.0,223.0,0.0,0.0,0.0,689.0
umraniye,Çamlık Mahallesi,ÇAMLIK,98689.0,"Çamlık Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34774, Türkiye","{""suburb"": ""Çamlık Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34774"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.00260724418119,29.124167410688873,13460,155.6,0.0,NOT ENOUGH DATA,4.0,344.0,625.0,277.0,613.0,83.0,0.0,3.0,0.0,0.0,2.0,209.0,0.0,0.0,0.0,973.0
umraniye,Site Mahallesi,SÝTE,98702.0,"Site Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Site Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.008877841898475,29.11600021918951,20141,518.0,0.0242,MEDIUM,276.0,610.0,570.0,986.0,349.0,121.0,4.0,17.0,2.0,1.0,9.0,656.0,0.0,1.0,1.0,1456.0
umraniye,Armağanevler Mahallesi,ARMAÐANEVLER,98686.0,"Armağanevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34760, Türkiye","{""suburb"": ""Armağanevler Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34760"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01499156905586,29.113884686751124,23323,462.0,0.012,MEDIUM,240.0,499.0,947.0,562.0,1002.0,122.0,2.0,9.0,1.0,0.0,9.0,678.0,0.0,0.0,1.0,1686.0
umraniye,Finanskent Mahallesi,,0.0,"Finanskent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Finanskent Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.00205531475798,29.112421782125825,0,0.0,0.0,NOT ENOUGH DATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
umraniye,Atakent Mahallesi,ATAKENT,40748.0,"Atakent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Atakent Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01704302946513,29.10719257770193,13667,236.6,0.0015,LOW,24.0,548.0,416.0,656.0,290.0,42.0,1.0,6.0,0.0,0.0,4.0,412.0,0.0,0.0,0.0,988.0
umraniye,Yenişehir Mahallesi,,0.0,"Yenişehir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Yenişehir Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.00754356159532,29.100279490713298,0,0.0,0.0,NOT ENOUGH DATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
umraniye,İstiklal Mahallesi,ÝSTÝKLAL,40739.0,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""İstiklal Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01859747231659,29.100433249628974,25564,465.6,0.0119,MEDIUM,103.0,918.0,827.0,505.0,1266.0,77.0,2.0,7.0,1.0,0.0,7.0,589.0,0.0,0.0,1.0,1848.0
umraniye,Esenevler Mahallesi,ESENEVLER,98692.0,"Esenevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Esenevler Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.01343871941155,29.091656543519065,16005,270.0,0.0015,LOW,74.0,473.0,610.0,374.0,727.0,56.0,1.0,3.0,0.0,0.0,3.0,285.0,0.0,0.0,0.0,1157.0
umraniye,Fatih Sultan Mehmet Mahallesi,FATÝH SULTAN MEHMET,98693.0,"Fatih Sultan Mehmet Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Fatih Sultan Mehmet Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.0376612872724,29.128718676484997,3029,42.3,0.0,NOT ENOUGH DATA,15.0,57.0,147.0,107.0,94.0,18.0,0.0,2.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,219.0
umraniye,Namık Kemal Mahallesi,NAMIK KEMAL,40736.0,"Namık Kemal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Namık Kemal Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.020434499565035,29.09056790995806,21442,614.5,0.0041,LOW,366.0,631.0,553.0,656.0,862.0,32.0,2.0,7.0,1.0,0.0,8.0,434.0,0.0,0.0,0.0,1550.0
umraniye,Yamanevler Mahallesi,YAMANEVLER,98708.0,"Yamanevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Yamanevler Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.0265761985283,29.105869401140286,11744,302.9,0.0015,LOW,163.0,352.0,334.0,404.0,434.0,11.0,1.0,5.0,0.0,0.0,4.0,251.0,0.0,0.0,0.0,849.0
umraniye,Atatürk Mahallesi,ATATÜRK,40735.0,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34764, Türkiye","{""suburb"": ""Atatürk Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34764"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.02747933524853,29.092249971108927,18661,570.6,0.0054,LOW,366.0,518.0,465.0,519.0,770.0,60.0,2.0,7.0,2.0,1.0,9.0,423.0,0.0,0.0,0.0,1349.0
umraniye,Saray Mahallesi,SARAY,98701.0,"Saray Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34768, Türkiye","{""suburb"": ""Saray Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""postcode"": ""34768"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.033264772727264,29.1168507188947,5090,80.6,0.0015,LOW,43.0,71.0,254.0,293.0,40.0,35.0,1.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,368.0
umraniye,Tantavi Mahallesi,TANTAVÝ,98704.0,"Tantavi Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Tantavi Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.03090463038746,29.087261765900628,5906,115.6,0.0015,LOW,36.0,200.0,191.0,166.0,234.0,27.0,1.0,3.0,0.0,0.0,2.0,182.0,0.0,0.0,0.0,427.0
umraniye,Elmalıkent Mahallesi,ELMALIKENT,98691.0,"Elmalıkent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Elmalıkent Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.03727393413017,29.096648710050705,28746,666.1,0.0125,MEDIUM,90.0,1589.0,399.0,1816.0,220.0,42.0,3.0,20.0,0.0,0.0,8.0,599.0,0.0,0.0,1.0,2078.0
umraniye,Dumlupınar Mahallesi,DUMLUPINAR,98690.0,"Dumlupınar Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Dumlupınar Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.049390119447885,29.092949870403547,34127,887.8,0.0155,MEDIUM,276.0,1674.0,517.0,2417.0,49.0,1.0,5.0,29.0,0.0,0.0,9.0,460.0,0.0,0.0,1.0,2467.0
umraniye,İnkılap Mahallesi,ÝNKILAP,40737.0,"İnkılap Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""İnkılap Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.04402811131231,29.112073104312895,34487,802.0,0.0306,MEDIUM,240.0,1498.0,755.0,2020.0,379.0,94.0,4.0,22.0,1.0,0.0,8.0,776.0,1.0,1.0,1.0,2493.0
umraniye,Kazım Karabekir Mahallesi,KAZIM KARABEKÝR,40743.0,"Kazım Karabekir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye","{""suburb"": ""Kazım Karabekir Mahallesi"", ""town"": ""Ümraniye"", ""province"": ""İstanbul"", ""region"": ""Marmara Bölgesi"", ""country"": ""Türkiye"", ""country_code"": ""tr""}",41.041964851691084,29.10547062840118,33602,1094.8,0.0168,MEDIUM,562.0,1465.0,402.0,2243.0,183.0,3.0,5.0,25.0,2.0,0.0,9.0,580.0,0.0,0.0,1.0,2429.0
